date,zone,population,temperature,rainfall,is_weekend,is_festival,water_supply
2024-01-23,Industrial_C,4000,29,0,0,0,94500
2024-01-24,Residential_A,5000,30,0,0,0,115000
2024-01-24,Commercial_B,3000,30,0,0,0,75000
2024-01-24,Industrial_C,4000,30,0,0,0,95000
2024-01-25,Residential_A,5000,31,0,0,0,115500
2024-01-25,Commercial_B,3000,31,0,0,0,75500
2024-01-25,Industrial_C,4000,31,0,0,0,95500
2024-01-26,Residential_A,5000,32,0,0,0,116000
2024-01-26,Commercial_B,3000,32,0,0,0,76000
2024-01-26,Industrial_C,4000,32,0,0,0,96000
2024-01-27,Residential_A,5000,33,0,1,0,121500
2024-01-27,Commercial_B,3000,33,0,1,0,71500
2024-01-27,Industrial_C,4000,33,0,1,0,91500
2024-01-28,Residential_A,5000,34,0,1,0,122000
2024-01-28,Commercial_B,3000,34,0,1,0,72000
2024-01-28,Industrial_C,4000,34,0,1,0,92000
2024-01-29,Residential_A,5000,35,0,0,0,117500
2024-01-29,Commercial_B,3000,35,0,0,0,77500
2024-01-29,Industrial_C,4000,35,0,0,0,97500
2024-01-30,Residential_A,5000,36,0,0,0,118000
2024-01-30,Commercial_B,3000,36,0,0,0,78000
2024-01-30,Industrial_C,4000,36,0,0,0,98000
2024-01-1,Residential_A,5000,22,10,0,1,119000
2024-01-1,Commercial_B,3000,22,10,0,1,79000
2024-01-1,Industrial_C,4000,22,10,0,1,99000
2024-01-2,Residential_A,5000,23,0,0,0,111500
2024-01-2,Commercial_B,3000,23,0,0,0,71500
2024-01-2,Industrial_C,4000,23,0,0,0,91500
2024-01-3,Residential_A,5000,24,0,0,0,112000
2024-01-3,Commercial_B,3000,24,0,0,0,72000
2024-01-3,Industrial_C,4000,24,0,0,0,92000
2024-01-4,Residential_A,5000,25,0,1,0,117500
2024-01-4,Commercial_B,3000,25,0,1,0,67500
2024-01-4,Industrial_C,4000,25,0,1,0,87500
2024-01-5,Residential_A,5000,26,0,1,0,118000
2024-01-5,Commercial_B,3000,26,0,1,0,68000
2024-01-5,Industrial_C,4000,26,0,1,0,88000
2024-01-6,Residential_A,5000,27,0,0,0,113500
2024-01-6,Commercial_B,3000,27,0,0,0,73500
2024-01-6,Industrial_C,4000,27,0,0,0,93500
2024-01-7,Residential_A,5000,28,0,0,0,114000
2024-01-7,Commercial_B,3000,28,0,0,0,74000
2024-01-7,Industrial_C,4000,28,0,0,0,94000
2024-01-8,Residential_A,5000,29,0,0,0,114500
2024-01-8,Commercial_B,3000,29,0,0,0,74500
2024-01-8,Industrial_C,4000,29,0,0,0,94500
2024-01-9,Residential_A,5000,30,0,0,0,115000
2024-01-9,Commercial_B,3000,30,0,0,0,75000
2024-01-9,Industrial_C,4000,30,0,0,0,95000
2024-01-10,Residential_A,5000,31,0,0,0,115500
2024-01-10,Commercial_B,3000,31,0,0,0,75500
2024-01-10,Industrial_C,4000,31,0,0,0,95500
2024-01-11,Residential_A,5000,32,10,1,0,119000
2024-01-11,Commercial_B,3000,32,10,1,0,69000
2024-01-11,Industrial_C,4000,32,10,1,0,89000
2024-01-12,Residential_A,5000,33,0,1,0,121500
2024-01-12,Commercial_B,3000,33,0,1,0,71500
2024-01-12,Industrial_C,4000,33,0,1,0,91500
2024-01-13,Residential_A,5000,34,0,0,0,117000
2024-01-13,Commercial_B,3000,34,0,0,0,77000
2024-01-13,Industrial_C,4000,34,0,0,0,97000
2024-01-14,Residential_A,5000,35,0,0,0,117500
2024-01-14,Commercial_B,3000,35,0,0,0,77500
2024-01-14,Industrial_C,4000,35,0,0,0,97500
2024-01-15,Residential_A,5000,36,0,0,0,118000
2024-01-15,Commercial_B,3000,36,0,0,0,78000
2024-01-15,Industrial_C,4000,36,0,0,0,98000
2024-01-16,Residential_A,5000,22,0,0,0,111000
2024-01-16,Commercial_B,3000,22,0,0,0,71000
2024-01-16,Industrial_C,4000,22,0,0,0,91000
2024-01-17,Residential_A,5000,23,0,0,0,111500
2024-01-17,Commercial_B,3000,23,0,0,0,71500
2024-01-17,Industrial_C,4000,23,0,0,0,91500
2024-01-18,Residential_A,5000,24,0,1,0,117000
2024-01-18,Commercial_B,3000,24,0,1,0,67000
2024-01-18,Industrial_C,4000,24,0,1,0,87000
2024-01-19,Residential_A,5000,25,0,1,0,117500
2024-01-19,Commercial_B,3000,25,0,1,0,67500
2024-01-19,Industrial_C,4000,25,0,1,0,87500
2024-01-20,Residential_A,5000,26,0,0,0,113000
2024-01-20,Commercial_B,3000,26,0,0,0,73000
2024-01-20,Industrial_C,4000,26,0,0,0,93000
2024-01-21,Residential_A,5000,27,10,0,0,111500
2024-01-21,Commercial_B,3000,27,10,0,0,71500
2024-01-21,Industrial_C,4000,27,10,0,0,91500
2024-01-22,Residential_A,5000,28,0,0,0,114000
2024-01-22,Commercial_B,3000,28,0,0,0,74000
2024-01-22,Industrial_C,4000,28,0,0,0,94000
2024-01-23,Residential_A,5000,29,0,0,0,114500
2024-01-23,Commercial_B,3000,29,0,0,0,74500
2024-01-23,Industrial_C,4000,29,0,0,0,94500
2024-01-24,Residential_A,5000,30,0,0,0,115000
2024-01-24,Commercial_B,3000,30,0,0,0,75000
2024-01-24,Industrial_C,4000,30,0,0,0,95000
2024-01-25,Residential_A,5000,31,0,1,0,120500
2024-01-25,Commercial_B,3000,31,0,1,0,70500
2024-01-25,Industrial_C,4000,31,0,1,0,90500
2024-01-26,Residential_A,5000,32,0,1,0,121000
2024-01-26,Commercial_B,3000,32,0,1,0,71000
2024-01-26,Industrial_C,4000,32,0,1,0,91000
2024-01-27,Residential_A,5000,33,0,0,0,116500
2024-01-27,Commercial_B,3000,33,0,0,0,76500
2024-01-27,Industrial_C,4000,33,0,0,0,96500
2024-01-28,Residential_A,5000,34,0,0,0,117000
2024-01-28,Commercial_B,3000,34,0,0,0,77000
2024-01-28,Industrial_C,4000,34,0,0,0,97000
2024-01-29,Residential_A,5000,35,0,0,0,117500
2024-01-29,Commercial_B,3000,35,0,0,0,77500
2024-01-29,Industrial_C,4000,35,0,0,0,97500
2024-01-30,Residential_A,5000,36,0,0,0,118000
2024-01-30,Commercial_B,3000,36,0,0,0,78000
2024-01-30,Industrial_C,4000,36,0,0,0,98000
2024-01-1,Residential_A,5000,22,10,0,1,119000
2024-01-1,Commercial_B,3000,22,10,0,1,79000
2024-01-1,Industrial_C,4000,22,10,0,1,99000
2024-01-2,Residential_A,5000,23,0,1,0,116500
2024-01-2,Commercial_B,3000,23,0,1,0,66500
2024-01-2,Industrial_C,4000,23,0,1,0,86500
2024-01-3,Residential_A,5000,24,0,1,0,117000
2024-01-3,Commercial_B,3000,24,0,1,0,67000
2024-01-3,Industrial_C,4000,24,0,1,0,87000
2024-01-4,Residential_A,5000,25,0,0,0,112500
2024-01-4,Commercial_B,3000,25,0,0,0,72500
2024-01-4,Industrial_C,4000,25,0,0,0,92500
2024-01-5,Residential_A,5000,26,0,0,0,113000
2024-01-5,Commercial_B,3000,26,0,0,0,73000
2024-01-5,Industrial_C,4000,26,0,0,0,93000
2024-01-6,Residential_A,5000,27,0,0,0,113500
2024-01-6,Commercial_B,3000,27,0,0,0,73500
2024-01-6,Industrial_C,4000,27,0,0,0,93500
2024-01-7,Residential_A,5000,28,0,0,0,114000
2024-01-7,Commercial_B,3000,28,0,0,0,74000
2024-01-7,Industrial_C,4000,28,0,0,0,94000
2024-01-8,Residential_A,5000,29,0,0,0,114500
2024-01-8,Commercial_B,3000,29,0,0,0,74500
2024-01-8,Industrial_C,4000,29,0,0,0,94500
2024-01-9,Residential_A,5000,30,0,1,0,120000
2024-01-9,Commercial_B,3000,30,0,1,0,70000
2024-01-9,Industrial_C,4000,30,0,1,0,90000
2024-01-10,Residential_A,5000,31,0,1,0,120500
2024-01-10,Commercial_B,3000,31,0,1,0,70500
2024-01-10,Industrial_C,4000,31,0,1,0,90500
2024-01-11,Residential_A,5000,32,10,0,0,114000
2024-01-11,Commercial_B,3000,32,10,0,0,74000
2024-01-11,Industrial_C,4000,32,10,0,0,94000
2024-01-12,Residential_A,5000,33,0,0,0,116500
2024-01-12,Commercial_B,3000,33,0,0,0,76500
2024-01-12,Industrial_C,4000,33,0,0,0,96500
2024-01-13,Residential_A,5000,34,0,0,0,117000
2024-01-13,Commercial_B,3000,34,0,0,0,77000
2024-01-13,Industrial_C,4000,34,0,0,0,97000
2024-01-14,Residential_A,5000,35,0,0,0,117500
2024-01-14,Commercial_B,3000,35,0,0,0,77500
2024-01-14,Industrial_C,4000,35,0,0,0,97500
2024-01-15,Residential_A,5000,36,0,0,0,118000
2024-01-15,Commercial_B,3000,36,0,0,0,78000
2024-01-15,Industrial_C,4000,36,0,0,0,98000
2024-01-16,Residential_A,5000,22,0,1,0,116000
2024-01-16,Commercial_B,3000,22,0,1,0,66000
2024-01-16,Industrial_C,4000,22,0,1,0,86000
2024-01-17,Residential_A,5000,23,0,1,0,116500
2024-01-17,Commercial_B,3000,23,0,1,0,66500
2024-01-17,Industrial_C,4000,23,0,1,0,86500
2024-01-18,Residential_A,5000,24,0,0,0,112000
2024-01-18,Commercial_B,3000,24,0,0,0,72000
2024-01-18,Industrial_C,4000,24,0,0,0,92000
2024-01-19,Residential_A,5000,25,0,0,0,112500
2024-01-19,Commercial_B,3000,25,0,0,0,72500
2024-01-19,Industrial_C,4000,25,0,0,0,92500
2024-01-20,Residential_A,5000,26,0,0,0,113000
2024-01-20,Commercial_B,3000,26,0,0,0,73000
2024-01-20,Industrial_C,4000,26,0,0,0,93000
2024-01-21,Residential_A,5000,27,10,0,0,111500
2024-01-21,Commercial_B,3000,27,10,0,0,71500
2024-01-21,Industrial_C,4000,27,10,0,0,91500
2024-01-22,Residential_A,5000,28,0,0,0,114000
2024-01-22,Commercial_B,3000,28,0,0,0,74000
2024-01-22,Industrial_C,4000,28,0,0,0,94000
2024-01-23,Residential_A,5000,29,0,1,0,119500
2024-01-23,Commercial_B,3000,29,0,1,0,69500
2024-01-23,Industrial_C,4000,29,0,1,0,89500
2024-01-24,Residential_A,5000,30,0,1,0,120000
2024-01-24,Commercial_B,3000,30,0,1,0,70000
2024-01-24,Industrial_C,4000,30,0,1,0,90000
2024-01-25,Residential_A,5000,31,0,0,0,115500
2024-01-25,Commercial_B,3000,31,0,0,0,75500
2024-01-25,Industrial_C,4000,31,0,0,0,95500
2024-01-26,Residential_A,5000,32,0,0,0,116000
2024-01-26,Commercial_B,3000,32,0,0,0,76000
2024-01-26,Industrial_C,4000,32,0,0,0,96000
2024-01-27,Residential_A,5000,33,0,0,0,116500
2024-01-27,Commercial_B,3000,33,0,0,0,76500
2024-01-27,Industrial_C,4000,33,0,0,0,96500
2024-01-28,Residential_A,5000,34,0,0,0,117000
2024-01-28,Commercial_B,3000,34,0,0,0,77000
2024-01-28,Industrial_C,4000,34,0,0,0,97000
2024-01-29,Residential_A,5000,35,0,0,0,117500
2024-01-29,Commercial_B,3000,35,0,0,0,77500
2024-01-29,Industrial_C,4000,35,0,0,0,97500
2024-01-30,Residential_A,5000,36,0,1,0,123000
2024-01-30,Commercial_B,3000,36,0,1,0,73000
2024-01-30,Industrial_C,4000,36,0,1,0,93000
2024-01-1,Residential_A,5000,22,10,1,1,124000
2024-01-1,Commercial_B,3000,22,10,1,1,74000
2024-01-1,Industrial_C,4000,22,10,1,1,94000
2024-01-2,Residential_A,5000,23,0,0,0,111500
2024-01-2,Commercial_B,3000,23,0,0,0,71500
2024-01-2,Industrial_C,4000,23,0,0,0,91500
2024-01-3,Residential_A,5000,24,0,0,0,112000
2024-01-3,Commercial_B,3000,24,0,0,0,72000
2024-01-3,Industrial_C,4000,24,0,0,0,92000
2024-01-4,Residential_A,5000,25,0,0,0,112500
2024-01-4,Commercial_B,3000,25,0,0,0,72500
2024-01-4,Industrial_C,4000,25,0,0,0,92500
2024-01-5,Residential_A,5000,26,0,0,0,113000
2024-01-5,Commercial_B,3000,26,0,0,0,73000
2024-01-5,Industrial_C,4000,26,0,0,0,93000
2024-01-6,Residential_A,5000,27,0,0,0,113500
2024-01-6,Commercial_B,3000,27,0,0,0,73500
2024-01-6,Industrial_C,4000,27,0,0,0,93500
2024-01-7,Residential_A,5000,28,0,1,0,119000
2024-01-7,Commercial_B,3000,28,0,1,0,69000
2024-01-7,Industrial_C,4000,28,0,1,0,89000
2024-01-8,Residential_A,5000,29,0,1,0,119500
2024-01-8,Commercial_B,3000,29,0,1,0,69500
2024-01-8,Industrial_C,4000,29,0,1,0,89500
2024-01-9,Residential_A,5000,30,0,0,0,115000
2024-01-9,Commercial_B,3000,30,0,0,0,75000
2024-01-9,Industrial_C,4000,30,0,0,0,95000
2024-01-10,Residential_A,5000,31,0,0,0,115500
2024-01-10,Commercial_B,3000,31,0,0,0,75500
2024-01-10,Industrial_C,4000,31,0,0,0,95500
2024-01-11,Residential_A,5000,32,10,0,0,114000
2024-01-11,Commercial_B,3000,32,10,0,0,74000
2024-01-11,Industrial_C,4000,32,10,0,0,94000
2024-01-12,Residential_A,5000,33,0,0,0,116500
2024-01-12,Commercial_B,3000,33,0,0,0,76500
2024-01-12,Industrial_C,4000,33,0,0,0,96500
2024-01-13,Residential_A,5000,34,0,0,0,117000
2024-01-13,Commercial_B,3000,34,0,0,0,77000
2024-01-13,Industrial_C,4000,34,0,0,0,97000
2024-01-14,Residential_A,5000,35,0,1,0,122500
2024-01-14,Commercial_B,3000,35,0,1,0,72500
2024-01-14,Industrial_C,4000,35,0,1,0,92500
2024-01-15,Residential_A,5000,36,0,1,0,123000
2024-01-15,Commercial_B,3000,36,0,1,0,73000
2024-01-15,Industrial_C,4000,36,0,1,0,93000
2024-01-16,Residential_A,5000,22,0,0,0,111000
2024-01-16,Commercial_B,3000,22,0,0,0,71000
2024-01-16,Industrial_C,4000,22,0,0,0,91000
2024-01-17,Residential_A,5000,23,0,0,0,111500
2024-01-17,Commercial_B,3000,23,0,0,0,71500
2024-01-17,Industrial_C,4000,23,0,0,0,91500
2024-01-18,Residential_A,5000,24,0,0,0,112000
2024-01-18,Commercial_B,3000,24,0,0,0,72000
2024-01-18,Industrial_C,4000,24,0,0,0,92000
2024-01-19,Residential_A,5000,25,0,0,0,112500
2024-01-19,Commercial_B,3000,25,0,0,0,72500
2024-01-19,Industrial_C,4000,25,0,0,0,92500
2024-01-20,Residential_A,5000,26,0,0,0,113000
2024-01-20,Commercial_B,3000,26,0,0,0,73000
2024-01-20,Industrial_C,4000,26,0,0,0,93000
2024-01-21,Residential_A,5000,27,10,1,0,116500
2024-01-21,Commercial_B,3000,27,10,1,0,66500
2024-01-21,Industrial_C,4000,27,10,1,0,86500
2024-01-22,Residential_A,5000,28,0,1,0,119000
2024-01-22,Commercial_B,3000,28,0,1,0,69000
2024-01-22,Industrial_C,4000,28,0,1,0,89000
2024-01-23,Residential_A,5000,29,0,0,0,114500
2024-01-23,Commercial_B,3000,29,0,0,0,74500
2024-01-23,Industrial_C,4000,29,0,0,0,94500
2024-01-24,Residential_A,5000,30,0,0,0,115000
2024-01-24,Commercial_B,3000,30,0,0,0,75000
2024-01-24,Industrial_C,4000,30,0,0,0,95000
2024-01-25,Residential_A,5000,31,0,0,0,115500
2024-01-25,Commercial_B,3000,31,0,0,0,75500
2024-01-25,Industrial_C,4000,31,0,0,0,95500
2024-01-26,Residential_A,5000,32,0,0,0,116000
2024-01-26,Commercial_B,3000,32,0,0,0,76000
2024-01-26,Industrial_C,4000,32,0,0,0,96000
2024-01-27,Residential_A,5000,33,0,0,0,116500
2024-01-27,Commercial_B,3000,33,0,0,0,76500
2024-01-27,Industrial_C,4000,33,0,0,0,96500
2024-01-28,Residential_A,5000,34,0,1,0,122000
2024-01-28,Commercial_B,3000,34,0,1,0,72000
2024-01-28,Industrial_C,4000,34,0,1,0,92000
2024-01-29,Residential_A,5000,35,0,1,0,122500
2024-01-29,Commercial_B,3000,35,0,1,0,72500
2024-01-29,Industrial_C,4000,35,0,1,0,92500
2024-01-30,Residential_A,5000,36,0,0,0,118000
2024-01-30,Commercial_B,3000,36,0,0,0,78000
2024-01-30,Industrial_C,4000,36,0,0,0,98000
2024-01-1,Residential_A,5000,22,10,0,1,119000
2024-01-1,Commercial_B,3000,22,10,0,1,79000
2024-01-1,Industrial_C,4000,22,10,0,1,99000
2024-01-2,Residential_A,5000,23,0,0,0,111500
2024-01-2,Commercial_B,3000,23,0,0,0,71500
2024-01-2,Industrial_C,4000,23,0,0,0,91500
2024-01-3,Residential_A,5000,24,0,0,0,112000
2024-01-3,Commercial_B,3000,24,0,0,0,72000
2024-01-3,Industrial_C,4000,24,0,0,0,92000
2024-01-4,Residential_A,5000,25,0,0,0,112500
2024-01-4,Commercial_B,3000,25,0,0,0,72500
2024-01-4,Industrial_C,4000,25,0,0,0,92500
2024-01-5,Residential_A,5000,26,0,1,0,118000
2024-01-5,Commercial_B,3000,26,0,1,0,68000
2024-01-5,Industrial_C,4000,26,0,1,0,88000
2024-01-6,Residential_A,5000,27,0,1,0,118500
2024-01-6,Commercial_B,3000,27,0,1,0,68500
2024-01-6,Industrial_C,4000,27,0,1,0,88500
2024-01-7,Residential_A,5000,28,0,0,0,114000
2024-01-7,Commercial_B,3000,28,0,0,0,74000
2024-01-7,Industrial_C,4000,28,0,0,0,94000
2024-01-8,Residential_A,5000,29,0,0,0,114500
2024-01-8,Commercial_B,3000,29,0,0,0,74500
2024-01-8,Industrial_C,4000,29,0,0,0,94500
2024-01-9,Residential_A,5000,30,0,0,0,115000
2024-01-9,Commercial_B,3000,30,0,0,0,75000
2024-01-9,Industrial_C,4000,30,0,0,0,95000
2024-01-10,Residential_A,5000,31,0,0,0,115500
2024-01-10,Commercial_B,3000,31,0,0,0,75500
2024-01-10,Industrial_C,4000,31,0,0,0,95500
2024-01-11,Residential_A,5000,32,10,0,0,114000
2024-01-11,Commercial_B,3000,32,10,0,0,74000
2024-01-11,Industrial_C,4000,32,10,0,0,94000
2024-01-12,Residential_A,5000,33,0,1,0,121500
2024-01-12,Commercial_B,3000,33,0,1,0,71500
2024-01-12,Industrial_C,4000,33,0,1,0,91500
2024-01-13,Residential_A,5000,34,0,1,0,122000
2024-01-13,Commercial_B,3000,34,0,1,0,72000
2024-01-13,Industrial_C,4000,34,0,1,0,92000
2024-01-14,Residential_A,5000,35,0,0,0,117500
2024-01-14,Commercial_B,3000,35,0,0,0,77500
2024-01-14,Industrial_C,4000,35,0,0,0,97500
2024-01-15,Residential_A,5000,36,0,0,0,118000
2024-01-15,Commercial_B,3000,36,0,0,0,78000
2024-01-15,Industrial_C,4000,36,0,0,0,98000
2024-01-16,Residential_A,5000,22,0,0,0,111000
2024-01-16,Commercial_B,3000,22,0,0,0,71000
2024-01-16,Industrial_C,4000,22,0,0,0,91000
2024-01-17,Residential_A,5000,23,0,0,0,111500
2024-01-17,Commercial_B,3000,23,0,0,0,71500
2024-01-17,Industrial_C,4000,23,0,0,0,91500
2024-01-18,Residential_A,5000,24,0,0,0,112000
2024-01-18,Commercial_B,3000,24,0,0,0,72000
2024-01-18,Industrial_C,4000,24,0,0,0,92000
2024-01-19,Residential_A,5000,25,0,1,0,117500
2024-01-19,Commercial_B,3000,25,0,1,0,67500
2024-01-19,Industrial_C,4000,25,0,1,0,87500
2024-01-20,Residential_A,5000,26,0,1,0,118000
2024-01-20,Commercial_B,3000,26,0,1,0,68000
2024-01-20,Industrial_C,4000,26,0,1,0,88000
2024-01-21,Residential_A,5000,27,10,0,0,111500
2024-01-21,Commercial_B,3000,27,10,0,0,71500
2024-01-21,Industrial_C,4000,27,10,0,0,91500
2024-01-22,Residential_A,5000,28,0,0,0,114000
2024-01-22,Commercial_B,3000,28,0,0,0,74000
2024-01-22,Industrial_C,4000,28,0,0,0,94000
2024-01-23,Residential_A,5000,29,0,0,0,114500
2024-01-23,Commercial_B,3000,29,0,0,0,74500
2024-01-23,Industrial_C,4000,29,0,0,0,94500
2024-01-24,Residential_A,5000,30,0,0,0,115000
2024-01-24,Commercial_B,3000,30,0,0,0,75000
2024-01-24,Industrial_C,4000,30,0,0,0,95000
2024-01-25,Residential_A,5000,31,0,0,0,115500
2024-01-25,Commercial_B,3000,31,0,0,0,75500
2024-01-25,Industrial_C,4000,31,0,0,0,95500
2024-01-26,Residential_A,5000,32,0,1,0,121000
2024-01-26,Commercial_B,3000,32,0,1,0,71000
2024-01-26,Industrial_C,4000,32,0,1,0,91000
2024-01-27,Residential_A,5000,33,0,1,0,121500
2024-01-27,Commercial_B,3000,33,0,1,0,71500
2024-01-27,Industrial_C,4000,33,0,1,0,91500
2024-01-28,Residential_A,5000,34,0,0,0,117000
2024-01-28,Commercial_B,3000,34,0,0,0,77000
2024-01-28,Industrial_C,4000,34,0,0,0,97000
2024-01-29,Residential_A,5000,35,0,0,0,117500
2024-01-29,Commercial_B,3000,35,0,0,0,77500
2024-01-29,Industrial_C,4000,35,0,0,0,97500
2024-01-30,Residential_A,5000,36,0,0,0,118000
2024-01-30,Commercial_B,3000,36,0,0,0,78000
2024-01-30,Industrial_C,4000,36,0,0,0,98000
2024-01-1,Residential_A,5000,22,10,0,1,119000
2024-01-1,Commercial_B,3000,22,10,0,1,79000
2024-01-1,Industrial_C,4000,22,10,0,1,99000
2024-01-2,Residential_A,5000,23,0,0,0,111500
2024-01-2,Commercial_B,3000,23,0,0,0,71500
2024-01-2,Industrial_C,4000,23,0,0,0,91500
2024-01-3,Residential_A,5000,24,0,1,0,117000
2024-01-3,Commercial_B,3000,24,0,1,0,67000
2024-01-3,Industrial_C,4000,24,0,1,0,87000
2024-01-4,Residential_A,5000,25,0,1,0,117500
2024-01-4,Commercial_B,3000,25,0,1,0,67500
2024-01-4,Industrial_C,4000,25,0,1,0,87500
2024-01-5,Residential_A,5000,26,0,0,0,113000
2024-01-5,Commercial_B,3000,26,0,0,0,73000
2024-01-5,Industrial_C,4000,26,0,0,0,93000
2024-01-6,Residential_A,5000,27,0,0,0,113500
2024-01-6,Commercial_B,3000,27,0,0,0,73500
2024-01-6,Industrial_C,4000,27,0,0,0,93500
2024-01-7,Residential_A,5000,28,0,0,0,114000
2024-01-7,Commercial_B,3000,28,0,0,0,74000
2024-01-7,Industrial_C,4000,28,0,0,0,94000
2024-01-8,Residential_A,5000,29,0,0,0,114500
2024-01-8,Commercial_B,3000,29,0,0,0,74500
2024-01-8,Industrial_C,4000,29,0,0,0,94500
2024-01-9,Residential_A,5000,30,0,0,0,115000
2024-01-9,Commercial_B,3000,30,0,0,0,75000
2024-01-9,Industrial_C,4000,30,0,0,0,95000
2024-01-10,Residential_A,5000,31,0,1,0,120500
2024-01-10,Commercial_B,3000,31,0,1,0,70500
2024-01-10,Industrial_C,4000,31,0,1,0,90500
2024-01-11,Residential_A,5000,32,10,1,0,119000
2024-01-11,Commercial_B,3000,32,10,1,0,69000
2024-01-11,Industrial_C,4000,32,10,1,0,89000
2024-01-12,Residential_A,5000,33,0,0,0,116500
2024-01-12,Commercial_B,3000,33,0,0,0,76500
2024-01-12,Industrial_C,4000,33,0,0,0,96500
2024-01-13,Residential_A,5000,34,0,0,0,117000
2024-01-13,Commercial_B,3000,34,0,0,0,77000
2024-01-13,Industrial_C,4000,34,0,0,0,97000
2024-01-14,Residential_A,5000,35,0,0,0,117500
2024-01-14,Commercial_B,3000,35,0,0,0,77500
2024-01-14,Industrial_C,4000,35,0,0,0,97500
2024-01-15,Residential_A,5000,36,0,0,0,118000
2024-01-15,Commercial_B,3000,36,0,0,0,78000
2024-01-15,Industrial_C,4000,36,0,0,0,98000
2024-01-16,Residential_A,5000,22,0,0,0,111000
2024-01-16,Commercial_B,3000,22,0,0,0,71000
2024-01-16,Industrial_C,4000,22,0,0,0,91000
2024-01-17,Residential_A,5000,23,0,1,0,116500
2024-01-17,Commercial_B,3000,23,0,1,0,66500
2024-01-17,Industrial_C,4000,23,0,1,0,86500
2024-01-18,Residential_A,5000,24,0,1,0,117000
2024-01-18,Commercial_B,3000,24,0,1,0,67000
